esd,record_time,soc,pack_voltage (V),charge_current (A),max_cell_voltage (V),min_cell_voltage (V),max_temperature (℃),min_temperature (℃),available_energy (kw),available_capacity (Ah),source
200001225,2.02E+13,59.56,354.9,-22.5,3.95,3.922,33,32,32.2,96.81,synth
200001226,2.02E+13,33.56,331.1,-22.5,3.687,3.674,33,28,16.76,50.41,synth
200001227,2.02E+13,58.99,345.7,-22.5,3.848,3.82,35,31,27.29,82.04,synth
200001228,2.02E+13,71.02,352.7,-22.5,3.926,3.898,42,34,31.07,93.39,synth
200001229,2.02E+13,30.56,328.5,-22.5,3.658,3.646,31,27,12.31,37.03,synth
200001230,2.02E+13,23.03,328.3,-22.5,3.654,3.642,35,33,11.69,35.15,synth
200001231,2.02E+13,66.91,351.4,-22.5,3.912,3.883,33,41,30.36,91.25999,synth
200001232,2.02E+13,46.73,341.3,-22.5,3.801,3.774,32,28,24.86,74.74,synth
200001233,2.02E+13,62.84,346.9,-22.5,3.86,3.833,35,41,27.9,83.87,synth
200001234,2.02E+13,88.13,354.6,-22.5,3.946,3.918,42,31,32.03,96.3,synth
200001235,2.02E+13,27.97,329.4,-22.5,3.668,3.656,34,31,13.98,42.05,synth
200001236,2.02E+13,81.65,350.5,-22.5,3.9,3.873,30,33,29.86,89.77,synth
200001237,2.02E+13,24.24,328.5,-22.5,3.657,3.646,28,33,12.26,36.87,synth
200001238,2.02E+13,14.81,323.6,-22.5,3.605,3.585,36,33,7,21.04,synth
200001239,2.02E+13,55.05,334.2,-22.5,3.722,3.703,42,38,20.37,61.25,synth
200001240,2.02E+13,44.36,339.6,-22.5,3.782,3.751,31,32,23.8,71.55,synth
200001241,2.02E+13,19.98,326.4,-22.5,3.635,3.618,32,31,8.8,26.46,synth
200001242,2.02E+13,42.15,333.8,-22.5,3.717,3.699,30,37,19.92,59.88,synth
200001243,2.02E+13,42.51,335.5,-22.5,3.736,3.714,39,38,21.39,64.3,synth
200001244,2.02E+13,34.38,330.3,-22.5,3.678,3.666,32,29,15.55,46.75,synth
200001245,2.02E+13,82.86,356.3,-22.5,3.965,3.936,39,29,32.9,98.91,synth
200001246,2.02E+13,16.15,327.1,-73.80002,3.654,3.62,36,31,8.97,26.96,synth
200001247,2.02E+13,49.88,339.1,-22.5,3.776,3.744,30,39,23.48,70.58,synth
200001248,2.02E+13,20.36,328.2,-22.5,3.653,3.642,29,28,11.65,35.05,synth
200001249,2.02E+13,28.73,329.9,-22.5,3.674,3.661,29,28,14.88,44.74,synth
200001250,2.02E+13,50.46,346.9,-22.5,3.862,3.834,41,28,27.95,84.02,synth
200001251,2.02E+13,29.95,328.9,-22.5,3.662,3.652,38,29,13.18,39.62,synth
200001252,2.02E+13,62.38,339.1,-22.5,3.776,3.745,39,37,23.53,70.73,synth
200001253,2.02E+13,42.28,330.3,-22.5,3.679,3.666,38,34,15.58,46.85,synth
200001254,2.02E+13,60.31,342.2,-22.5,3.81,3.783,42,33,25.36,76.25,synth
200001255,2.02E+13,55.04,355.2,-22.5,3.952,3.924,30,37,32.32,97.18,synth
200001256,2.02E+13,71.66,348.3,-22.5,3.878,3.849,39,38,28.71,86.31,synth
200001257,2.02E+13,53.79,334.1,-22.5,3.719,3.701,34,36,20.16,60.61,synth
200001258,2.02E+13,66.62,353.8,-22.5,3.938,3.909,35,30,31.61,95.02,synth
200001259,2.02E+13,33.29,330.5,-22.5,3.68,3.666,33,32,15.75,47.37,synth
200001260,2.02E+13,45.48,333.6,-22.5,3.715,3.698,30,38,19.78,59.46,synth
200001261,2.02E+13,49.05,349.6,-22.5,3.889,3.861,44,32,29.3,88.09,synth
200001262,2.02E+13,27.21,328,-22.5,3.652,3.64,36,35,11.39,34.24,synth
200001263,2.02E+13,34.29,332.1,-22.5,3.697,3.681,36,29,17.93,53.89,synth
200001264,2.02E+13,61.11,353,-22.5,3.929,3.901,38,41,31.2,93.81,synth
200001265,2.02E+13,51.23,335.3,-22.5,3.735,3.713,41,40,21.31,64.09,synth
200001266,2.02E+13,18.37,327.1,-22.5,3.642,3.629,31,26,9.76,29.36,synth
200001267,2.02E+13,77.72,358.2,-22.5,3.985,3.957,34,34,33.85,101.75,synth
200001268,2.02E+13,57.75,354.6,-22.5,3.946,3.917,34,28,31.98,96.15,synth
200001269,2.02E+13,26.30,328.2,-22.5,3.654,3.641,33,31,11.64,35,synth
200001270,2.02E+13,56.14,339.4,-22.5,3.78,3.749,32,29,23.69,71.22,synth
200001271,2.02E+13,21.25,328.3,-22.5,3.657,3.644,28,27,12.11,36.39,synth
200001272,2.02E+13,31.13,328,-22.5,3.652,3.64,36,28,11.39,34.24,synth
200001273,2.02E+13,37.01,332.2,-22.5,3.698,3.683,32,32,18.11,54.46,synth
200001274,2.02E+13,57.66,340.3,-22.5,3.791,3.762,41,30,24.27,72.98,synth
200001275,2.02E+13,37.36,329.9,-22.5,3.673,3.66,34,32,14.81,44.52,synth
200001276,2.02E+13,67.73,352.7,-22.5,3.924,3.896,37,36,30.99,93.18999,synth
200001277,2.02E+13,47.39,331.6,-22.5,3.692,3.678,30,28,17.33,52.1,synth
200001278,2.02E+13,71.89,350,-22.5,3.896,3.869,34,33,29.65,89.15,synth
200001279,2.02E+13,57.76,338.6,-22.5,3.769,3.74,41,31,23.23,69.84,synth
200001280,2.02E+13,21.26,327.4,-22.5,3.645,3.632,28,28,10.23,30.76,synth
200001281,2.02E+13,56.94,355.7,-22.5,3.958,3.929,32,34,32.58,97.92,synth
200001282,2.02E+13,64.81,343.9,-22.5,3.829,3.802,36,39,26.32,79.13,synth
200001283,2.02E+13,74.83,350.8,-22.5,3.904,3.876,42,41,30.02,90.25999,synth
200001284,2.02E+13,51.44,349.6,-22.5,3.89,3.861,41,39,29.33,88.18999,synth
200001285,2.02E+13,47.44,332.5,-22.5,3.704,3.687,37,34,18.58,55.86,synth
200001286,2.02E+13,21.02,327.4,-22.5,3.646,3.633,37,32,10.27,30.86,synth
200001287,2.02E+13,65.43,356.1,-22.5,3.964,3.935,39,33,32.85,98.75999,synth
200001288,2.02E+13,29.04,327.7,-22.5,3.648,3.635,37,25,10.71,32.21,synth
200001289,2.02E+13,57.85,358.2,-22.5,3.986,3.957,34,33,33.86,101.8,synth
200001290,2.02E+13,86.62,353.8,-22.5,3.938,3.909,42,34,31.61,95.02,synth
200001291,2.02E+13,33.91,334.4,-22.5,3.723,3.704,31,31,20.47,61.56,synth
200001292,2.02E+13,25.24,327.5,-22.5,3.647,3.635,34,26,10.55,31.74,synth
200001293,2.02E+13,20.07,327.7,-22.5,3.651,3.639,30,34,11.04,33.19,synth
200001294,2.02E+13,54.45,336.1,-22.5,3.743,3.72,43,39,21.87,65.75,synth
200001295,2.02E+13,38.86,333.5,-22.5,3.712,3.695,28,29,19.49,58.59,synth
200001296,2.02E+13,54.33,336.6,-22.5,3.75,3.725,39,35,22.25,66.88,synth
200001297,2.02E+13,43.08,333.2,-22.5,3.709,3.693,37,38,19.23,57.82,synth
200001298,2.02E+13,20.32,327.1,-22.5,3.641,3.628,29,36,9.65,29.02,synth
200001299,2.02E+13,19.55,326.1,-22.5,3.632,3.613,33,29,8.48,25.49,synth
200001300,2.02E+13,43.54,339.3,-22.5,3.778,3.747,33,29,23.61,70.96,synth
200001301,2.02E+13,16.89,327.2,-22.5,3.644,3.631,26,35,10.09,30.35,synth
200001302,2.02E+13,31.98,328,-22.5,3.654,3.641,34,34,11.56,34.75,synth
200001303,2.02E+13,55.35,345,-22.5,3.84,3.812,43,31,26.9,80.88,synth
200001304,2.02E+13,69.31,352.8,-22.5,3.928,3.899,39,41,31.12,93.54,synth
200001305,2.02E+13,37.52,335.2,-22.5,3.733,3.711,43,37,21.16,63.6,synth
200001306,2.02E+13,64.60,358.5,-22.5,3.988,3.959,33,29,33.98,102.17,synth
200001307,2.02E+13,58.41,357.4,-22.5,3.977,3.948,37,40,33.44,100.53,synth
200001308,2.02E+13,34.40,330.5,-22.5,3.681,3.666,33,31,15.84,47.61,synth
200001309,2.02E+13,76.00,357.5,-22.5,3.979,3.95,38,41,33.56,100.89,synth
200001310,2.02E+13,29.10,328.6,-22.5,3.66,3.647,39,38,12.62,37.96,synth
200001311,2.02E+13,41.31,332.7,-22.5,3.703,3.687,34,38,18.63,56.01,synth
200001312,2.02E+13,31.94,332.1,-22.5,3.698,3.683,37,30,17.98,54.05,synth
200001313,2.02E+13,63.87,353.3,-22.5,3.933,3.904,44,36,31.39,94.37,synth
200001314,2.02E+13,27.65,327.7,-22.5,3.649,3.637,29,36,10.96,32.94,synth
200001315,2.02E+13,52.97,333.3,-22.5,3.711,3.693,28,33,19.35,58.17,synth
200001316,2.02E+13,45.72,335.5,-22.5,3.737,3.715,34,30,21.46,64.52,synth
200001317,2.02E+13,61.37,353.8,-22.5,3.938,3.91,40,30,31.64,95.11,synth
200001318,2.02E+13,68.31,355.5,-22.5,3.956,3.927,31,37,32.48,97.63,synth
200001319,2.02E+13,51.79,351.9,-22.5,3.915,3.887,39,37,30.57,91.91,synth
200001320,2.02E+13,41.73,332.4,-22.5,3.7,3.686,41,32,18.37,55.25,synth
200001321,2.02E+13,29.65,328.2,-22.5,3.654,3.64,38,36,11.5,34.58,synth
200001322,2.02E+13,15.25,326,-22.5,3.631,3.613,27,25,8.389999,25.22,synth
200001323,2.02E+13,53.79,336,-22.5,3.742,3.719,38,30,21.79,65.53,synth
200001324,2.02E+13,52.94,353.6,-22.5,3.936,3.907,36,33,31.54,94.82,synth
200001325,2.02E+13,33.81,333.3,-22.5,3.711,3.694,41,28,19.4,58.34,synth
200001326,2.02E+13,16.17,326.7,-22.5,3.639,3.625,28,36,9.32,28.03,synth
200001327,2.02E+13,47.29,345.5,-22.5,3.845,3.818,40,28,27.16,81.64,synth
200001328,2.02E+13,22.16,328.5,-22.5,3.657,3.646,28,26,12.23,36.76,synth
200001329,2.02E+13,20.14,324.6,-22.5,3.615,3.596,38,32,7.42,22.32,synth
200001330,2.02E+13,86.63,354.6,-22.5,3.947,3.919,39,31,32.05,96.35,synth
200001331,2.02E+13,36.45,332.7,-22.5,3.705,3.689,33,29,18.82,56.58,synth
200001332,2.02E+13,21.79,326.7,-22.5,3.639,3.625,27,37,9.32,28.03,synth
200001333,2.02E+13,41.91,332.8,-22.5,3.706,3.69,28,27,18.96,56.99,synth
200001334,2.02E+13,17.10,326.3,-22.5,3.634,3.617,37,29,8.71,26.21,synth
200001335,2.02E+13,40.93,333.3,-22.5,3.71,3.693,38,37,19.32,58.07,synth
200001336,2.02E+13,16.79,326.3,-22.5,3.634,3.616,33,27,8.639999,25.99,synth
200001337,2.02E+13,39.93,331.3,-22.5,3.688,3.675,40,32,16.94,50.93,synth
200001338,2.02E+13,44.19,334.7,-22.5,3.726,3.708,30,32,20.75,62.39,synth
200001339,2.02E+13,35.51,329.2,-22.5,3.666,3.654,33,27,13.77,41.38,synth
200001340,2.02E+13,22.93,326.9,-22.5,3.64,3.626,30,26,9.45,28.4,synth
200001341,2.02E+13,48.42,332.5,-22.5,3.702,3.686,40,30,18.55,55.76,synth
200001342,2.02E+13,38.48,335.2,-22.5,3.734,3.713,39,30,21.24,63.87,synth
200001343,2.02E+13,28.36,329.4,-22.5,3.669,3.656,39,36,14.13,42.46,synth
200001344,2.02E+13,84.06,353.2,-22.5,3.931,3.902,43,31,31.28,94.05,synth
200001345,2.02E+13,61.03,345.5,-22.5,3.848,3.819,41,29,27.21,81.79,synth
200001346,2.02E+13,15.04,325.8,-22.5,3.627,3.609,37,28,8.19,24.63,synth
200001347,2.02E+13,40.20,333.3,-22.5,3.712,3.694,35,27,19.44,58.44,synth
200001348,2.02E+13,23.29,326,-22.5,3.631,3.613,32,34,8.44,25.37,synth
200001349,2.02E+13,27.34,328.8,-22.5,3.661,3.649,31,29,12.85,38.64,synth
200001350,2.02E+13,52.43,334.9,-22.5,3.73,3.709,32,29,20.96,63.02,synth
200001351,2.02E+13,63.84,340,-22.5,3.787,3.758,30,35,24.09,72.45,synth
200001352,2.02E+13,38.83,330.3,-22.5,3.677,3.664,37,29,15.37,46.22,synth
200001353,2.02E+13,34.91,334.2,-22.5,3.721,3.703,33,32,20.29,60.98,synth
200001354,2.02E+13,34.05,330.8,-22.5,3.684,3.671,28,31,16.28,48.96,synth
200001355,2.02E+13,54.72,333.8,-22.5,3.716,3.699,42,30,19.87,59.73,synth
200001356,2.02E+13,64.94,357.8,-22.5,3.982,3.953,35,32,33.68,101.25,synth
200001357,2.02E+13,57.25,357.4,-22.5,3.979,3.949,31,40,33.52,100.79,synth
200001358,2.02E+13,36.76,334.7,-22.5,3.726,3.707,34,38,20.74,62.34,synth
200001359,2.02E+13,27.42,328.9,-22.5,3.661,3.65,31,31,13,39.1,synth
200001360,2.02E+13,62.07,342.1,-22.5,3.809,3.781,29,28,25.28,76,synth
200001361,2.02E+13,67.79,352.4,-22.5,3.922,3.894,31,39,30.87,92.82,synth
200001362,2.02E+13,58.84,348,-22.5,3.874,3.846,32,40,28.55,85.84,synth
200001363,2.02E+13,23.74,327.5,-22.5,3.646,3.634,34,35,10.5,31.58,synth
200001364,2.02E+13,59.30,347.5,-22.5,3.869,3.841,31,34,28.31,85.1,synth
200001365,2.02E+13,73.77,357.4,-22.5,3.978,3.948,39,37,33.46,100.58,synth
200001366,2.02E+13,39.30,329.7,-22.5,3.67,3.658,36,37,14.38,43.24,synth
200001367,2.02E+13,38.13,332.1,-22.5,3.696,3.682,39,35,17.99,54.1,synth
200001368,2.02E+13,27.95,328.8,-22.5,3.66,3.648,36,38,12.68,38.12,synth
200001369,2.02E+13,30.50,331,-22.5,3.685,3.671,32,28,16.43,49.37,synth
200001370,2.02E+13,37.47,329.7,-22.5,3.672,3.659,34,36,14.59,43.86,synth
200001371,2.02E+13,41.38,331.3,-22.5,3.689,3.675,32,35,17.02,51.17,synth
200001372,2.02E+13,52.64,348.6,-22.5,3.881,3.853,32,40,28.89,86.86,synth
200001373,2.02E+13,73.05,345,-22.5,3.841,3.813,44,38,26.92,80.93,synth
200001374,2.02E+13,36.91,330.2,-22.5,3.675,3.661,28,30,15.08,45.36,synth
200001375,2.02E+13,66.97,342.5,-22.5,3.813,3.787,41,36,25.53,76.75999,synth
200001376,2.02E+13,47.83,337.2,-22.5,3.756,3.729,32,28,22.49,67.63,synth
200001377,2.02E+13,18.05,325.8,-22.5,3.63,3.611,34,36,8.34,25.08,synth
200001378,2.02E+13,59.77,336.9,-22.5,3.753,3.727,36,33,22.41,67.36,synth
200001379,2.02E+13,75.75,350.5,-22.5,3.9,3.873,30,29,29.86,89.77,synth
200001380,2.02E+13,74.60,351.1,-22.5,3.907,3.879,40,39,30.15,90.63,synth
200001381,2.02E+13,37.19,333.5,-22.5,3.713,3.695,30,28,19.57,58.85,synth
200001382,2.02E+13,25.73,327.7,-22.5,3.649,3.637,35,31,10.9,32.77,synth
200001383,2.02E+13,64.32,351.1,-22.5,3.908,3.88,44,32,30.2,90.82,synth
200001384,2.02E+13,22.64,327.2,-22.5,3.644,3.631,33,35,10.04,30.2,synth
200001385,2.02E+13,78.81,358.3,-22.5,3.988,3.958,35,33,33.93,102,synth
200001386,2.02E+13,20.22,324.6,-22.5,3.614,3.596,30,27,7.41,22.27,synth
200001387,2.02E+13,25.63,328.9,-22.5,3.662,3.649,32,35,12.98,39,synth
200001388,2.02E+13,23.12,327.5,-22.5,3.646,3.634,32,30,10.52,31.64,synth
200001389,2.02E+13,31.47,328.5,-22.5,3.656,3.646,29,34,12.14,36.51,synth
200001390,2.02E+13,14.90,325.8,-22.5,3.628,3.61,39,35,8.23,24.76,synth
200001391,2.02E+13,83.31,351.4,-22.5,3.912,3.883,31,33,30.36,91.25999,synth
200001392,2.02E+13,72.86,348.3,-22.5,3.877,3.849,33,36,28.69,86.25999,synth
200001393,2.02E+13,23.57,327.8,-22.5,3.65,3.638,33,32,11.12,33.44,synth
200001394,2.02E+13,21.58,328.2,-22.5,3.654,3.641,27,31,11.59,34.85,synth
200001395,2.02E+13,13.98,325.3,-22.5,3.623,3.605,30,28,7.92,23.8,synth
200001396,2.02E+13,18.40,327.4,-22.5,3.644,3.632,28,36,10.14,30.49,synth
200001397,2.02E+13,48.75,344.9,-22.5,3.84,3.812,29,38,26.88,80.83,synth
200001398,2.02E+13,21.32,326.7,-22.5,3.639,3.623,38,36,9.24,27.79,synth
200001399,2.02E+13,55.79,357.1,-22.5,3.975,3.946,30,34,33.35,100.27,synth
200001400,2.02E+13,83.58,353.9,-22.5,3.94,3.91,35,30,31.69,95.29,synth
200001401,2.02E+13,26.28,328.2,-22.5,3.654,3.641,31,37,11.62,34.95,synth
200001402,2.02E+13,58.01,351.9,-22.5,3.917,3.888,38,30,30.62,92.06,synth
200001403,2.02E+13,50.26,348.6,-22.5,3.881,3.853,40,40,28.87,86.81,synth
200001404,2.02E+13,52.70,343,-22.5,3.819,3.792,42,36,25.83,77.65,synth
200001405,2.02E+13,28.92,328.8,-22.5,3.66,3.648,37,37,12.7,38.18,synth
200001406,2.02E+13,62.57,347.7,-22.5,3.87,3.843,43,31,28.36,85.27,synth
200001407,2.02E+13,51.10,341.1,-22.5,3.798,3.77,34,32,24.7,74.26,synth
200001408,2.02E+13,64.27,356.6,-22.5,3.969,3.94,43,32,33.08,99.46,synth
200001409,2.02E+13,70.64,348.8,-22.5,3.882,3.855,39,32,28.96,87.06,synth
200001410,2.02E+13,19.29,328,-73.70001,3.666,3.633,34,28,9.19,27.62,synth
200001411,2.02E+13,15.13,326,-22.5,3.631,3.613,33,25,8.4,25.27,synth
200001412,2.02E+13,55.62,335.5,-22.5,3.737,3.716,32,35,21.49,64.62,synth
200001413,2.02E+13,72.46,356.1,-22.5,3.964,3.936,42,35,32.89,98.86,synth
200001414,2.02E+13,37.37,331.3,-22.5,3.688,3.675,33,36,16.94,50.93,synth
200001415,2.02E+13,33.60,328.9,-22.5,3.662,3.651,34,38,13.23,39.77,synth
200001416,2.02E+13,20.05,326.6,-22.5,3.635,3.619,29,36,8.94,26.87,synth
200001417,2.02E+13,68.84,354.4,-22.5,3.945,3.916,33,39,31.95,96.05,synth
200001418,2.02E+13,33.51,330.5,-22.5,3.679,3.666,32,30,15.77,47.42,synth
200001419,2.02E+13,24.53,328.6,-22.5,3.659,3.647,39,29,12.45,37.44,synth
200001420,2.02E+13,63.49,340.3,-22.5,3.789,3.76,39,29,24.21,72.78,synth
200001421,2.02E+13,52.50,341.6,-22.5,3.803,3.775,35,37,24.98,75.1,synth
200001422,2.02E+13,75.78,357.1,-22.5,3.975,3.946,40,32,33.35,100.27,synth
200001423,2.02E+13,24.55,327.1,-22.5,3.642,3.628,27,35,9.71,29.21,synth
200001424,2.02E+13,60.75,347.7,-22.5,3.87,3.843,40,39,28.39,85.33,synth
200001425,2.02E+13,55.25,344.3,-22.5,3.833,3.805,30,28,26.55,79.81,synth
200001426,2.02E+13,47.96,335.5,-22.5,3.736,3.714,39,30,21.39,64.3,synth
200001427,2.02E+13,20.14,325.3,-22.5,3.623,3.605,29,35,7.92,23.8,synth
200001428,2.02E+13,75.61,357.4,-22.5,3.978,3.948,39,40,33.47,100.63,synth
200001429,2.02E+13,24.37,329.4,-22.5,3.669,3.657,32,30,14.15,42.56,synth
200001430,2.02E+13,46.07,332.8,-22.5,3.706,3.69,35,26,18.96,56.99,synth
200001431,2.02E+13,70.31,347.4,-22.5,3.867,3.838,42,33,28.18,84.73,synth
200001432,2.02E+13,76.32,347.5,-22.5,3.868,3.84,33,31,28.29,85.03,synth
200001433,2.02E+13,33.57,329.4,-22.5,3.668,3.654,30,32,13.92,41.85,synth
200001434,2.02E+13,65.63,344.1,-22.5,3.831,3.803,35,38,26.45,79.5,synth
200001435,2.02E+13,61.40,357.1,-22.5,3.975,3.946,31,34,33.35,100.27,synth
200001436,2.02E+13,75.86,353,-22.5,3.929,3.901,33,38,31.22,93.86,synth
200001437,2.02E+13,54.38,338.2,-22.5,3.766,3.737,35,34,23.02,69.18999,synth
200001438,2.02E+13,34.36,328.9,-22.5,3.663,3.65,28,28,13.21,39.72,synth
200001439,2.02E+13,32.18,333.2,-22.5,3.71,3.693,37,36,19.3,58.02,synth
200001440,2.02E+13,41.16,337.1,-22.5,3.754,3.728,29,34,22.44,67.46,synth
200001441,2.02E+13,44.86,331.3,-22.5,3.689,3.675,29,27,16.98,51.06,synth
200001442,2.02E+13,44.86,333,-22.5,3.708,3.691,36,37,19.09,57.4,synth
200001443,2.02E+13,79.19,353.9,-22.5,3.94,3.91,30,37,31.69,95.29,synth
200001444,2.02E+13,72.01,354.6,-22.5,3.946,3.918,36,33,32.03,96.3,synth
200001445,2.02E+13,34.19,330.3,-22.5,3.678,3.666,34,38,15.6,46.9,synth
200001446,2.02E+13,28.71,329.1,-22.5,3.664,3.652,29,26,13.34,40.09,synth
200001447,2.02E+13,20.63,328.6,-22.5,3.657,3.646,26,36,12.36,37.18,synth
200001448,2.02E+13,60.55,343,-22.5,3.82,3.792,34,33,25.88,77.81,synth
200001449,2.02E+13,16.63,326.4,-22.5,3.635,3.618,29,27,8.83,26.55,synth
200001450,2.02E+13,32.25,330.5,-22.5,3.681,3.666,31,36,15.84,47.61,synth
200001451,2.02E+13,21.99,327.2,-22.5,3.643,3.631,36,32,9.98,30,synth
200001452,2.02E+13,26.75,327.5,-22.5,3.647,3.635,28,26,10.61,31.91,synth
200001453,2.02E+13,55.52,348,-22.5,3.874,3.846,32,29,28.55,85.84,synth
200001454,2.02E+13,19.26,327.1,-22.5,3.643,3.629,34,26,9.809999,29.48,synth
200001455,2.02E+13,53.24,335.7,-22.5,3.738,3.716,35,40,21.58,64.88,synth
200001456,2.02E+13,32.11,328.5,-22.5,3.657,3.646,29,26,12.23,36.76,synth
200001457,2.02E+13,53.67,348.6,-22.5,3.881,3.853,41,32,28.87,86.81,synth
200001458,2.02E+13,17.16,325.3,-22.5,3.624,3.606,37,27,7.95,23.92,synth
200001459,2.02E+13,39.27,333.6,-22.5,3.714,3.696,32,28,19.7,59.21,synth
200001460,2.02E+13,14.56,326.3,-22.5,3.635,3.616,38,34,8.73,26.26,synth
200001461,2.02E+13,47.18,339.9,-22.5,3.785,3.754,39,29,23.97,72.08,synth
200001462,2.02E+13,26.20,328.6,-22.5,3.657,3.646,34,38,12.36,37.18,synth
200001463,2.02E+13,21.73,326.6,-22.5,3.636,3.621,28,27,8.99,27.02,synth
200001464,2.02E+13,62.54,345.3,-22.5,3.845,3.817,38,31,27.12,81.54,synth
200001465,2.02E+13,27.02,330.5,-22.5,3.681,3.667,30,34,15.85,47.66,synth
200001466,2.02E+13,27.69,327.4,-22.5,3.644,3.631,27,35,10.11,30.4,synth
200001467,2.02E+13,86.76,354.6,-22.5,3.947,3.919,36,39,32.05,96.35,synth
200001468,2.02E+13,23.05,327.4,-22.5,3.644,3.631,28,28,10.11,30.4,synth
200001469,2.02E+13,34.37,328.9,-22.5,3.662,3.65,38,28,13.09,39.37,synth
200001470,2.02E+13,45.72,339.9,-22.5,3.784,3.754,29,29,23.94,71.96,synth
200001471,2.02E+13,64.66,352.7,-22.5,3.925,3.897,36,32,31.02,93.24,synth
200001472,2.02E+13,14.24,324.9,-22.5,3.619,3.601,30,35,7.68,23.08,synth
200001473,2.02E+13,57.47,350.2,-22.5,3.897,3.87,31,28,29.7,89.3,synth
200001474,2.02E+13,45.91,345,-22.5,3.842,3.813,33,34,26.93,80.98,synth
200001475,2.02E+13,17.16,327.1,-22.5,3.641,3.629,35,35,9.66,29.07,synth
200001476,2.02E+13,26.97,328.3,-22.5,3.654,3.643,30,27,11.78,35.42,synth
200001477,2.02E+13,29.09,328.8,-22.5,3.661,3.648,40,29,12.8,38.47,synth
200001478,2.02E+13,70.45,353.3,-22.5,3.933,3.904,31,36,31.39,94.37,synth
200001479,2.02E+13,38.63,329.9,-22.5,3.672,3.659,39,30,14.64,44.03,synth
200001480,2.02E+13,50.73,335.3,-22.5,3.734,3.713,38,38,21.28,63.99,synth
200001481,2.02E+13,74.80,355.7,-22.5,3.958,3.93,38,30,32.6,98.03,synth
200001482,2.02E+13,24.07,329.7,-22.5,3.671,3.659,33,32,14.49,43.56,synth
200001483,2.02E+13,43.37,334.4,-22.5,3.724,3.705,29,31,20.52,61.71,synth
200001484,2.02E+13,22.94,327.5,-22.5,3.647,3.635,37,35,10.58,31.79,synth
200001485,2.02E+13,78.77,350,-22.5,3.897,3.868,43,35,29.64,89.1,synth
200001486,2.02E+13,14.63,323.9,-22.5,3.608,3.589,25,36,7.1,21.33,synth
200001487,2.02E+13,39.60,334.9,-22.5,3.729,3.71,34,35,20.88,62.77,synth
200001488,2.02E+13,72.85,356.6,-22.5,3.968,3.939,30,39,33.05,99.36,synth
200001489,2.02E+13,31.05,330.8,-22.5,3.683,3.67,38,26,16.25,48.86,synth
200001490,2.02E+13,53.02,336.6,-22.5,3.75,3.725,40,39,22.2,66.76,synth
200001491,2.02E+13,40.67,335.8,-22.5,3.741,3.718,29,27,21.69,65.21,synth
200001492,2.02E+13,41.23,330.7,-22.5,3.681,3.668,33,35,16.04,48.23,synth
200001493,2.02E+13,37.00,332.7,-22.5,3.703,3.687,35,32,18.65,56.06,synth
200001494,2.02E+13,67.01,346.1,-22.5,3.853,3.825,38,33,27.51,82.7,synth
200001495,2.02E+13,72.14,350,-22.5,3.897,3.868,42,41,29.64,89.1,synth
200001496,2.02E+13,33.55,330.2,-22.5,3.676,3.663,39,37,15.17,45.61,synth
200001497,2.02E+13,50.12,345.5,-22.5,3.848,3.819,43,31,27.21,81.79,synth
200001498,2.02E+13,29.23,330.3,-22.5,3.677,3.665,39,26,15.43,46.38,synth
200001499,2.02E+13,82.77,354.3,-22.5,3.942,3.913,41,28,31.83,95.68,synth
200001500,2.02E+13,33.39,331.9,-22.5,3.695,3.68,28,38,17.72,53.28,synth
200001501,2.02E+13,49.20,340.7,-22.5,3.792,3.764,38,34,24.38,73.29,synth
200001502,2.02E+13,55.10,339.3,-22.5,3.777,3.747,32,27,23.58,70.9,synth
200001503,2.02E+13,54.33,343.5,-22.5,3.823,3.797,30,33,26.09,78.43,synth
200001504,2.02E+13,57.38,350.7,-22.5,3.903,3.874,39,40,29.94,90.02,synth
200001505,2.02E+13,41.38,332.7,-22.5,3.704,3.689,40,30,18.77,56.42,synth
200001506,2.02E+13,31.02,328.5,-22.5,3.657,3.645,28,37,12.3,36.97,synth
200001507,2.02E+13,33.54,332.4,-22.5,3.701,3.685,33,29,18.4,55.32,synth
200001508,2.02E+13,22.32,328.5,-22.5,3.658,3.646,39,34,12.38,37.23,synth
200001509,2.02E+13,30.83,330.2,-22.5,3.676,3.663,27,32,15.17,45.61,synth
200001510,2.02E+13,71.05,353,-22.5,3.929,3.901,37,32,31.22,93.86,synth
200001511,2.02E+13,22.62,327.2,-22.5,3.644,3.631,32,36,10.04,30.2,synth
200001512,2.02E+13,16.06,325.7,-22.5,3.628,3.61,36,28,8.17,24.56,synth
200001513,2.02E+13,55.73,343.2,-22.5,3.822,3.794,32,31,25.95,78.02,synth
200001514,2.02E+13,25.43,327.7,-22.5,3.649,3.637,27,26,10.88,32.72,synth
200001515,2.02E+13,88.28,357.4,-22.5,3.978,3.949,33,34,33.51,100.74,synth
200001516,2.02E+13,73.60,357.1,-22.5,3.974,3.945,38,39,33.32,100.17,synth
200001517,2.02E+13,64.91,357.8,-22.5,3.982,3.953,35,38,33.7,101.3,synth
200001518,2.02E+13,41.04,331,-22.5,3.685,3.671,34,29,16.5,49.62,synth
200001519,2.02E+13,50.31,332.8,-22.5,3.707,3.691,40,30,19.02,57.19,synth
200001520,2.02E+13,57.35,348.8,-22.5,3.882,3.853,41,31,28.92,86.96,synth
200001521,2.02E+13,50.79,333.3,-22.5,3.711,3.693,38,39,19.35,58.17,synth
